0, 11017
1, 11011
2, 11012
3, 11005
4, 11011
5, 11005
6, 11006
7, 11020
8, 11003
9, 11005
10, 11017
11, 11006
12, 11005
13, 11005
14, 11003
15, 11005
16, 11020
17, 11015
18, 12004
19, 11015
20, 11005
21, 11006
22, 11009
23, 11005
24, 11019
25, 11011
26, 11004
27, 11019
28, 11003
29, 11011
30, 11004
31, 11005
32, 11009
33, 11009
34, 11011
35, 11005
36, 11024
37, 11005
38, 11019
39, 11003
40, 11021
41, 11011
42, 11014
43, 11005
44, 11004
45, 11005
46, 11017
47, 11019
48, 11003
49, 11024
50, 11019
51, 11004
52, 11017
53, 11021
54, 11005
55, 11020
56, 11005
57, 11004
58, 11007
59, 11022
60, 11006
61, 11006
62, 11007
63, 11011
64, 11004
65, 11017
66, 11015
67, 11005
68, 11011
69, 11021
70, 11016
71, 11019
72, 11019
73, 11003
74, 11005
75, 11015
76, 11005
77, 11006
78, 11006
79, 11005
80, 11005
81, 11012
82, 11004
83, 11011
84, 11005
85, 11006
86, 11016
87, 11009
88, 11024
89, 11004
90, 11016
91, 11018
92, 11004
93, 11003
94, 11010
95, 11007
96, 12011
97, 11019
98, 11015
99, 11005
100, 11011
