0, 11017
1, 11035
2, 11013
3, 11014
4, 11021
5, 11011
6, 11017
7, 11011
8, 11015
9, 11025
10, 11014
11, 11014
12, 11024
13, 11017
14, 11013
15, 11021
16, 11020
17, 11039
18, 11018
19, 11017
20, 11015
21, 11014
22, 11012
23, 11028
24, 11035
25, 11013
26, 11020
27, 11013
28, 11017
29, 11012
30, 11013
31, 11015
32, 11020
33, 11019
34, 11014
35, 11011
36, 11012
37, 11012
38, 11021
39, 11013
40, 11025
41, 11020
42, 11018
43, 11059
44, 11020
45, 11018
46, 11023
47, 11021
48, 11007
49, 11017
50, 11026
51, 11012
52, 11010
53, 11022
54, 11012
55, 11012
56, 11021
57, 11019
58, 11011
59, 11013
60, 11018
61, 11017
62, 11011
63, 11011
64, 11043
65, 11010
66, 11016
67, 11031
68, 11019
69, 11012
70, 11015
71, 11020
72, 11047
73, 11019
74, 11015
75, 11027
76, 11021
77, 11023
78, 11011
79, 11017
80, 11039
81, 11011
82, 11011
83, 11016
84, 11015
85, 11016
86, 11018
87, 11027
88, 11013
89, 11028
90, 11016
91, 11021
92, 11014
93, 11018
94, 11011
95, 11020
96, 11023
97, 11019
98, 11022
99, 11011
100, 11012

