0, 11011
1, 11025
2, 11031
3, 11030
4, 11011
5, 11021
6, 11022
7, 11021
8, 11021
9, 11020
10, 11016
11, 11024
12, 11025
13, 11021
14, 11018
15, 11022
16, 11036
17, 11014
18, 11031
19, 11025
20, 11034
21, 11025
22, 11034
23, 11021
24, 11049
25, 11016
26, 11049
27, 11029
28, 11026
29, 11016
30, 11034
31, 11012
32, 11073
33, 11019
34, 11016
35, 11020
36, 11011
37, 11024
38, 11034
39, 11063
40, 11023
41, 11036
42, 11014
43, 11019
44, 11016
45, 11038
46, 11014
47, 11029
48, 11015
49, 11029
50, 11035
51, 11040
52, 11016
53, 11047
54, 11017
55, 11024
56, 11016
57, 11022
58, 11012
59, 11048
60, 11015
61, 11018
62, 11014
63, 11013
64, 11016
65, 11017
66, 11016
67, 11041
68, 11027
69, 11022
70, 11031
71, 11020
72, 11018
73, 11023
74, 11013
75, 11024
76, 11019
77, 11052
78, 11052
79, 11039
80, 11039
81, 11041
82, 11017
83, 11019
84, 11023
85, 11046
86, 11019
87, 11032
88, 11017
89, 11030
90, 11016
91, 11017
92, 11023
93, 11015
94, 11027
95, 11022
96, 11041
97, 11027
98, 11025
99, 11017
100, 11018
