0, 228686
1, 380483
2, 384626
3, 358767
4, 389486
5, 349539
6, 389141
7, 330492
8, 379045
9, 397791
10, 295503
11, 392753
12, 304539
13, 338026
14, 392512
15, 418239
16, 404872
17, 302824
18, 388394
19, 421000
20, 421529
21, 350786
22, 358477
23, 421000
24, 421882
25, 310608
26, 389425
27, 421000
28, 321411
29, 341067
30, 351273
31, 421000
32, 421000
33, 384600
34, 324891
35, 379646
36, 421000
37, 353230
38, 387589
39, 386083
40, 329105
41, 417126
42, 351345
43, 421000
44, 323494
45, 390634
46, 387672
47, 346792
48, 353373
49, 265070
50, 301875
51, 387588
52, 386354
53, 379628
54, 341869
55, 392354
56, 354554
57, 386122
58, 422208
59, 385136
60, 394593
61, 386914
62, 304189
63, 387892
64, 383259
65, 232809
66, 382285
67, 421756
68, 391394
69, 303382
70, 349875
71, 419207
72, 382445
73, 419596
74, 393137
75, 315773
76, 384699
77, 421000
78, 388361
79, 353830
80, 421754
81, 351096
82, 285438
83, 378228
84, 419033
85, 276671
86, 386233
87, 350582
88, 355143
89, 389683
90, 397010
91, 421000
92, 393635
93, 346588
94, 421000
95, 388166
96, 421000
97, 388065
98, 384730
99, 421000
100, 390344
