0, 126288
1, 391146
2, 347704
3, 396323
4, 354971
5, 405974
6, 336411
7, 360789
8, 384413
9, 392574
10, 417906
11, 331274
12, 354725
13, 420960
14, 387837
15, 399702
16, 233992
17, 342904
18, 349932
19, 352801
20, 392026
21, 275542
22, 387995
23, 390735
24, 373341
25, 358460
26, 355544
27, 381649
28, 343311
29, 378648
30, 420960
31, 351620
32, 352720
33, 391858
34, 420960
35, 360119
36, 365271
37, 416937
38, 384234
39, 439339
40, 324372
41, 398197
42, 420960
43, 402657
44, 426235
45, 342327
46, 383736
47, 388984
48, 360752
49, 420960
50, 420960
51, 345612
52, 372707
53, 311734
54, 343191
55, 420960
56, 309133
57, 321146
58, 420960
59, 395904
60, 348823
61, 420960
62, 433515
63, 379105
64, 389876
65, 388623
66, 352970
67, 395978
68, 359038
69, 386990
70, 388373
71, 420960
72, 384693
73, 358146
74, 385347
75, 343287
76, 374818
77, 350484
78, 391248
79, 388361
80, 388688
81, 386007
82, 383890
83, 319013
84, 308036
85, 357109
86, 389687
87, 391010
88, 420960
89, 420960
90, 361556
91, 291125
92, 381955
93, 420960
94, 371988
95, 340915
96, 239476
97, 420960
98, 386991
99, 344740
100, 387675
