0, 13689
1, 376177
2, 427126
3, 314728
4, 387761
5, 420960
6, 379671
7, 420960
8, 391460
9, 349286
10, 390740
11, 349781
12, 420960
13, 420960
14, 331993
15, 415429
16, 420960
17, 384812
18, 424049
19, 346435
20, 356353
21, 371406
22, 353712
23, 387337
24, 350187
25, 359691
26, 297466
27, 389828
28, 395835
29, 415407
30, 431862
31, 341508
32, 385922
33, 420960
34, 420960
35, 313879
36, 302772
37, 420960
38, 387864
39, 358756
40, 420960
41, 429299
42, 305494
43, 420960
44, 420960
45, 384036
46, 352464
47, 392650
48, 344029
49, 358611
50, 352852
51, 420960
52, 275396
53, 362271
54, 359334
55, 420960
56, 346996
57, 353806
58, 364118
59, 411888
60, 395091
61, 233447
62, 376221
63, 394019
64, 388511
65, 268949
66, 420960
67, 354055
68, 311677
69, 320150
70, 301725
71, 373258
72, 420960
73, 354583
74, 387445
75, 388513
76, 383216
77, 420960
78, 390552
79, 356105
80, 347732
81, 352363
82, 392337
83, 345211
84, 390964
85, 360709
86, 413123
87, 354265
88, 349524
89, 387032
90, 402584
91, 383653
92, 354614
93, 420960
94, 386728
95, 324579
96, 310816
97, 420960
98, 384762
99, 361908
100, 387586
101, 412928
