0, 8400
1, 38500
2, 33895
3, 31130
4, 37204
5, 33796
6, 42000
7, 35450
8, 35146
9, 39979
10, 37315
11, 38624
12, 30048
13, 42000
14, 35203
15, 35749
16, 33282
17, 42000
18, 38366
19, 30122
20, 35481
21, 37740
22, 38271
23, 37462
24, 34673
25, 34450
26, 26723
27, 34534
28, 40384
29, 36113
30, 42000
31, 40212
32, 35001
33, 38953
34, 38649
35, 42000
36, 42000
37, 34888
38, 35690
39, 37038
40, 32862
41, 35886
42, 39977
43, 38616
44, 42915
45, 33888
46, 39805
47, 41948
48, 39572
49, 38782
50, 39052
51, 35398
52, 39331
53, 38558
54, 30450
55, 42000
56, 40575
57, 36540
58, 28183
59, 36927
60, 33572
61, 42332
62, 36674
63, 42000
64, 34294
65, 42000
66, 42216
67, 39992
68, 39951
69, 42000
70, 39988
71, 39200
72, 34624
73, 36017
74, 36740
75, 38860
76, 42000
77, 39811
78, 35000
79, 39162
80, 34109
81, 32606
82, 38349
83, 38824
84, 40509
85, 34676
86, 34085
87, 22399
88, 28895
89, 34711
90, 39562
91, 42203
92, 33185
93, 39268
94, 35028
95, 33624
96, 35355
97, 42761
98, 36261
99, 37450
100, 35343
