0, 33680
1, 32218
2, 42100
3, 36761
4, 42100
5, 39524
6, 37094
7, 37650
8, 39850
9, 39995
10, 41840
11, 31301
12, 36473
13, 40408
14, 33680
15, 42100
16, 42992
17, 36058
18, 35141
19, 34841
20, 38667
21, 34232
22, 35865
23, 32187
24, 39103
25, 41235
26, 40739
27, 35610
28, 35738
29, 37030
30, 39217
31, 37890
32, 40407
33, 38250
34, 40985
35, 32594
36, 39995
37, 41301
38, 40779
39, 36661
40, 42100
41, 39951
42, 42100
43, 40658
44, 40801
45, 38450
46, 34765
47, 36290
48, 38167
49, 42100
50, 38943
51, 42100
52, 29383
53, 39995
54, 32692
55, 38529
56, 42100
57, 39972
58, 42100
59, 35853
60, 35669
61, 36026
62, 32781
63, 42813
64, 38534
65, 42100
66, 39799
67, 42100
68, 42100
69, 40568
70, 38171
71, 39868
72, 36733
73, 40039
74, 37362
75, 35260
76, 39277
77, 42100
78, 42100
79, 37890
80, 35785
81, 27365
82, 39116
83, 42100
84, 42100
85, 37597
86, 36085
87, 42100
88, 35783
89, 42100
90, 36767
91, 28411
92, 35318
93, 37585
94, 36322
95, 31646
96, 42100
97, 42100
98, 39874
99, 38034
100, 30551

