0, 8416
1, 34190
2, 42080
3, 36820
4, 36820
5, 37904
6, 33664
7, 33138
8, 26141
9, 37872
10, 37346
11, 42080
12, 42080
13, 33664
14, 42080
15, 33664
16, 37872
17, 33664
18, 30443
19, 39646
20, 35768
21, 34190
22, 42080
23, 42080
24, 37346
25, 42080
26, 34355
27, 39976
28, 33664
29, 34148
30, 37564
31, 36579
32, 24437
33, 37880
34, 37872
35, 36820
36, 33300
37, 42080
38, 33188
39, 42080
40, 29982
41, 33664
42, 34716
43, 42080
44, 42080
45, 34190
46, 35768
47, 37872
48, 38398
49, 36912
50, 37377
51, 33664
52, 42080
53, 39976
54, 36294
55, 38398
56, 33602
57, 38411
58, 38398
59, 37872
60, 42080
61, 34896
62, 35768
63, 37872
64, 41109
65, 34380
66, 35768
67, 42186
68, 22607
69, 37346
70, 39976
71, 39976
72, 37872
73, 42080
74, 38924
75, 38398
76, 42080
77, 36873
78, 34190
79, 35242
80, 29456
81, 39450
82, 31560
83, 37668
84, 34190
85, 36820
86, 39976
87, 32454
88, 42080
89, 42080
90, 33664
91, 35768
92, 36820
93, 37872
94, 33664
95, 37872
96, 37346
97, 36820
98, 37346
99, 42080
100, 38189

