0, 11278
1, 11392
2, 11294
3, 11342
4, 11332
5, 11213
6, 11470
7, 11412
8, 11218
9, 11298
10, 11323
11, 11339
12, 11231
13, 11309
14, 11314
15, 11225
16, 11334
17, 11270
18, 11525
19, 11334
20, 11201
21, 11282
22, 11250
23, 11272
24, 11791
25, 11472
26, 11373
27, 11317
28, 11268
29, 11284
30, 11206
31, 11211
32, 11214
33, 11326
34, 11199
35, 11297
36, 11183
37, 11306
38, 11250
39, 11349
40, 11413
41, 11325
42, 11219
43, 11455
44, 11312
45, 11567
46, 11497
47, 11140
48, 11347
49, 11466
50, 11242
51, 11171
52, 11182
53, 11501
54, 11278
55, 11361
56, 11509
57, 11466
58, 11319
59, 11291
60, 11271
61, 11241
62, 11256
63, 11425
64, 11418
65, 11230
66, 11626
67, 11516
68, 11327
69, 11263
70, 11490
71, 11355
72, 11414
73, 11208
74, 11787
75, 11312
76, 11228
77, 11331
78, 11458
79, 11218
80, 11311
81, 11368
82, 11360
83, 11210
84, 11418
85, 11478
86, 11209
87, 11438
88, 11237
89, 11366
90, 11286
91, 11291
92, 11246
93, 11310
94, 11249
95, 12490
96, 11343
97, 11457
98, 11366
99, 11411
100, 11403
101, 11374
