0, 11452
1, 11285
2, 11225
3, 11189
4, 11248
5, 11236
6, 11316
7, 11197
8, 11184
9, 11360
10, 11246
11, 11455
12, 11165
13, 11152
14, 11299
15, 11226
16, 11281
17, 11228
18, 11088
19, 11449
20, 11119
21, 11193
22, 11111
23, 11157
24, 11215
25, 11093
26, 11237
27, 11250
28, 11291
29, 11410
30, 11273
31, 11176
32, 11203
33, 11246
34, 11230
35, 11288
36, 11187
37, 11284
38, 11289
39, 11408
40, 13140
41, 11273
42, 11394
43, 11162
44, 11183
45, 11096
46, 11248
47, 12276
48, 11124
49, 11300
50, 11203
51, 11264
52, 11140
53, 11279
54, 11226
55, 11302
56, 11391
57, 11102
58, 11133
59, 11210
60, 11192
61, 11294
62, 12228
63, 11237
64, 11259
65, 11224
66, 11094
67, 11214
68, 11226
69, 11183
70, 11089
71, 11175
72, 11279
73, 11112
74, 11355
75, 11195
76, 11159
77, 11128
78, 11252
79, 11317
80, 12084
81, 11218
82, 11267
83, 11260
84, 11097
85, 11280
86, 11292
87, 11192
88, 11194
89, 11161
90, 11264
91, 11251
92, 11243
93, 11237
94, 11163
95, 11226
96, 11130
97, 11187
98, 11256
99, 11181
100, 11195
