0, 11070
1, 11141
2, 11045
3, 11083
4, 11122
5, 11087
6, 11141
7, 11085
8, 11084
9, 11107
10, 11087
11, 11079
12, 11095
13, 11099
14, 11040
15, 11106
16, 11120
17, 11072
18, 11080
19, 11095
20, 11140
21, 11113
22, 11101
23, 11124
24, 11096
25, 11085
26, 11123
27, 11112
28, 11062
29, 11088
30, 11135
31, 11112
32, 11144
33, 11069
34, 11085
35, 11093
36, 11193
37, 11106
38, 11095
39, 11084
40, 11097
41, 11057
42, 11103
43, 11085
44, 11059
45, 11041
46, 11064
47, 11067
48, 11059
49, 11117
50, 11096
51, 11099
52, 11077
53, 11109
54, 11052
55, 11095
56, 11116
57, 11138
58, 11068
59, 11110
60, 11099
61, 11149
62, 11084
63, 11170
64, 11068
65, 11087
66, 11091
67, 11077
68, 11143
69, 11080
70, 11115
71, 11074
72, 11090
73, 11064
74, 11102
75, 11086
76, 11145
77, 11113
78, 11212
79, 11065
80, 11068
81, 11195
82, 13131
83, 11128
84, 11097
85, 11135
86, 11046
87, 11064
88, 11124
89, 11128
90, 11124
91, 11054
92, 11048
93, 11121
94, 11123
95, 11042
96, 11109
97, 11067
98, 11169
99, 11062
100, 11071
